id,tokens,ner_tags
2799,"[""APT1"", "":"", ""Comment"", ""Crew"", "","", ""Comment"", ""Group"", "","", ""Comment"", ""Panda"", "".""]","[3, 84, 0, 2, 84, 0, 2, 84, 0, 2, 84]"
2800,"[""APT1"", ""is"", ""a"", ""Chinese"", ""threat"", ""group"", ""that"", ""has"", ""been"", ""attributed"", ""to"", ""the"", ""2nd"", ""Bureau"", ""of"", ""the"", ""People"", ""\u2019s"", ""Liberation"", ""Army"", ""("", ""PLA"", "")"", ""General"", ""Staff"", ""Department"", ""\u2019s"", ""("", ""GSD"", "")"", ""3rd"", ""Department"", "","", ""commonly"", ""known"", ""by"", ""its"", ""Military"", ""Unit"", ""Cover"", ""Designator"", ""("", ""MUCD"", "")"", ""as"", ""Unit"", ""61398"", "".""]","[3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 8, 9, 9, 9, 9, 9, 9, 10, 84, 11, 84, 8, 9, 9, 10, 84, 11, 84, 8, 10, 84, 84, 84, 84, 84, 8, 9, 9, 10, 84, 11, 84, 84, 8, 10, 84]"
2801,"[""APT12"", "":"", ""IXESHE"", "","", ""DynCalc"", "","", ""Numbered"", ""Panda"", "","", ""DNSCALC"", "".""]","[3, 84, 3, 84, 3, 84, 0, 2, 84, 3, 84]"
2802,"[""APT12"", ""is"", ""a"", ""threat"", ""group"", ""that"", ""has"", ""been"", ""attributed"", ""to"", ""China"", "".""]","[3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
2803,"[""The"", ""group"", ""has"", ""targeted"", ""a"", ""variety"", ""of"", ""victims"", ""including"", ""but"", ""not"", ""limited"", ""to"", ""media"", ""outlets"", "","", ""high-tech"", ""companies"", "","", ""and"", ""multiple"", ""governments"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 8, 10, 84, 8, 10, 84, 84, 8, 10, 84]"
2804,"[""The"", ""admin@338"", ""has"", ""largely"", ""targeted"", ""organizations"", ""involved"", ""in"", ""financial"", "","", ""economic"", ""and"", ""trade"", ""policy"", "","", ""typically"", ""using"", ""publicly"", ""available"", ""RATs"", ""such"", ""as"", ""Poison"", ""Ivy"", "","", ""as"", ""well"", ""some"", ""non-public"", ""backdoors"", "".""]","[84, 3, 84, 84, 84, 84, 84, 84, 11, 84, 11, 84, 8, 10, 84, 84, 84, 84, 84, 67, 84, 84, 64, 66, 84, 84, 84, 84, 64, 66, 84]"
2805,"[""The"", ""admin@338"", ""started"", ""targeting"", ""Hong"", ""Kong"", ""media"", ""companies"", "","", ""probably"", ""in"", ""response"", ""to"", ""political"", ""and"", ""economic"", ""challenges"", ""in"", ""Hong"", ""Kong"", ""and"", ""China"", "".""]","[84, 3, 84, 84, 20, 22, 8, 10, 84, 84, 84, 84, 84, 11, 84, 11, 84, 84, 20, 22, 84, 23, 84]"
2806,"[""Multiple"", ""China-based"", ""cyber"", ""threat"", ""groups"", ""have"", ""targeted"", ""international"", ""media"", ""organizations"", ""in"", ""the"", ""past"", "".""]","[84, 23, 84, 84, 84, 84, 84, 8, 9, 10, 84, 84, 84, 84]"
2807,"[""The"", ""admin@338"", ""has"", ""targeted"", ""international"", ""media"", ""organizations"", ""in"", ""the"", ""past"", "".""]","[84, 3, 84, 84, 8, 9, 10, 84, 84, 84, 84]"
2808,"[""In"", ""August"", ""2015"", "","", ""the"", ""admin@338"", ""sent"", ""spear"", ""phishing"", ""emails"", ""to"", ""a"", ""number"", ""of"", ""Hong"", ""Kong-based"", ""media"", ""organizations"", "","", ""including"", ""newspapers"", "","", ""radio"", "","", ""and"", ""television"", "".""]","[84, 24, 26, 84, 84, 3, 84, 80, 82, 51, 84, 84, 84, 84, 84, 84, 8, 10, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2809,"[""In"", ""August"", ""2015"", "","", ""the"", ""threat"", ""actors"", ""sent"", ""spear"", ""phishing"", ""emails"", ""to"", ""a"", ""number"", ""of"", ""Hong"", ""Kong-based"", ""media"", ""organizations"", "","", ""including"", ""newspapers"", "","", ""radio"", "","", ""and"", ""television"", "".""]","[84, 24, 26, 84, 84, 84, 3, 84, 80, 82, 51, 84, 84, 84, 84, 84, 84, 8, 10, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2810,"[""In"", ""August"", ""2015"", "","", ""the"", ""admin@338"", ""sent"", ""spear"", ""phishing"", ""emails"", ""to"", ""a"", ""number"", ""of"", ""Hong"", ""Kong-based"", ""media"", ""organizations"", "".""]","[84, 24, 26, 84, 84, 3, 84, 80, 82, 51, 84, 84, 84, 84, 84, 84, 8, 10, 84]"
2811,"[""The"", ""admin@338"", ""previous"", ""activities"", ""against"", ""financial"", ""and"", ""policy"", ""organizations"", ""have"", ""largely"", ""focused"", ""on"", ""spear"", ""phishing"", ""emails"", ""written"", ""in"", ""English"", "","", ""destined"", ""for"", ""Western"", ""audiences"", "".""]","[84, 3, 84, 83, 84, 11, 84, 8, 10, 84, 84, 84, 84, 80, 82, 51, 84, 84, 84, 84, 84, 84, 23, 11, 84]"
2812,"[""Once"", ""the"", ""LOWBALL"", ""malware"", ""calls"", ""back"", ""to"", ""the"", ""Dropbox"", ""account"", "","", ""the"", ""admin@338"", ""will"", ""create"", ""a"", ""file"", ""called"", ""upload.bat"", ""which"", ""contains"", ""commands"", ""to"", ""be"", ""executed"", ""on"", ""the"", ""compromised"", ""computer"", "".""]","[84, 84, 67, 67, 84, 84, 84, 84, 51, 84, 84, 84, 3, 84, 84, 84, 84, 84, 47, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2813,"[""We"", ""observed"", ""the"", ""admin@338"", ""upload"", ""a"", ""second"", ""stage"", ""malware"", "","", ""known"", ""as"", ""BUBBLEWRAP"", ""("", ""also"", ""known"", ""as"", ""Backdoor.APT.FakeWinHTTPHelper"", "")"", ""to"", ""their"", ""Dropbox"", ""account"", ""along"", ""with"", ""the"", ""following"", ""command"", "".""]","[84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 67, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84]"
2814,"[""We"", ""have"", ""previously"", ""observed"", ""the"", ""admin@338"", ""group"", ""use"", ""BUBBLEWRAP"", "".""]","[84, 84, 84, 84, 84, 0, 2, 84, 67, 84]"
2815,"[""The"", ""LOWBALL"", ""first"", ""stage"", ""malware"", ""allows"", ""the"", ""group"", ""to"", ""collect"", ""information"", ""from"", ""victims"", ""and"", ""then"", ""deliver"", ""the"", ""BUBBLEWRAP"", ""second"", ""stage"", ""malware"", ""to"", ""their"", ""victims"", ""after"", ""verifying"", ""that"", ""they"", ""are"", ""indeed"", ""interesting"", ""targets"", "".""]","[84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2816,"[""The"", ""admin@338"", ""linked"", ""to"", ""China"", ""and"", ""alleged"", ""to"", ""be"", ""responsible"", ""for"", ""targeted"", ""attacks"", ""against"", ""foreign"", ""governments"", ""and"", ""ministries"", "","", ""has"", ""now"", ""pointed"", ""its"", ""focus"", ""inward"", ""at"", ""China"", ""autonomous"", ""territory"", ""Hong"", ""Kong"", "".""]","[84, 3, 84, 84, 23, 84, 84, 84, 84, 84, 84, 80, 82, 84, 84, 11, 84, 10, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84, 84, 20, 22, 84]"
2817,"[""An"", ""APT"", ""gang"", ""linked"", ""to"", ""China"", ""and"", ""alleged"", ""to"", ""be"", ""responsible"", ""for"", ""targeted"", ""attacks"", ""against"", ""foreign"", ""governments"", ""and"", ""ministries"", "","", ""has"", ""now"", ""pointed"", ""its"", ""focus"", ""inward"", ""at"", ""China"", ""autonomous"", ""territory"", ""Hong"", ""Kong"", "".""]","[84, 84, 3, 84, 84, 23, 84, 84, 84, 84, 84, 84, 80, 82, 84, 84, 11, 84, 10, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84, 84, 20, 22, 84]"
2818,"[""The"", ""group"", ""targeting"", ""Hong"", ""Kong"", ""media"", ""outlets"", ""is"", ""called"", ""admin@338"", ""and"", ""is"", ""known"", ""to"", ""researchers"", ""for"", ""using"", ""publicly"", ""available"", ""remote"", ""access"", ""Trojans"", ""such"", ""as"", ""Poison"", ""Ivy"", ""to"", ""attack"", ""government"", ""and"", ""financial"", ""firms"", ""specializing"", ""in"", ""global"", ""economic"", ""policy"", "".""]","[84, 84, 84, 20, 22, 11, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 84, 64, 66, 84, 84, 11, 84, 8, 10, 84, 84, 8, 10, 84, 84]"
2819,"[""The"", ""agroup"", ""targeting"", ""Hong"", ""Kong"", ""media"", ""outlets"", ""is"", ""called"", ""admin@338"", ""and"", ""is"", ""known"", ""to"", ""researchers"", ""for"", ""using"", ""publicly"", ""available"", ""remote"", ""access"", ""Trojans"", ""such"", ""as"", ""Poison"", ""Ivy"", ""to"", ""attack"", ""government"", ""and"", ""financial"", ""firms"", ""specializing"", ""in"", ""global"", ""economic"", ""policy"", "".""]","[84, 3, 84, 20, 22, 11, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 84, 64, 66, 84, 84, 11, 84, 8, 10, 84, 84, 8, 10, 84, 84]"
2820,"[""The"", ""admin@338"", "","", ""active"", ""since"", ""2008"", "","", ""has"", ""been"", ""seen"", ""targeting"", ""organizations"", ""in"", ""the"", ""financial"", ""services"", "","", ""telecoms"", "","", ""government"", "","", ""and"", ""defense"", ""sectors"", "".""]","[84, 3, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 84, 84, 8, 10, 84, 11, 84, 11, 84, 84, 8, 10, 84]"
2821,"[""The"", ""APT"", ""actor"", "","", ""active"", ""since"", ""2008"", "","", ""has"", ""been"", ""seen"", ""targeting"", ""organizations"", ""in"", ""the"", ""financial"", ""services"", "","", ""telecoms"", "","", ""government"", "","", ""and"", ""defense"", ""sectors"", "".""]","[84, 0, 2, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 84, 84, 8, 10, 84, 11, 84, 11, 84, 84, 8, 10, 84]"
2822,"[""In"", ""August"", ""2013"", "","", ""FireEye"", ""reported"", ""that"", ""admin@338"", ""had"", ""been"", ""using"", ""the"", ""Poison"", ""Ivy"", ""RAT"", ""in"", ""its"", ""operations"", "".""]","[84, 24, 26, 84, 7, 84, 84, 3, 84, 84, 84, 84, 64, 65, 66, 84, 84, 84, 84]"
2823,"[""In"", ""March"", ""2014"", "","", ""the"", ""admin@338"", ""leveraged"", ""the"", ""disappearance"", ""of"", ""Malaysia"", ""Airlines"", ""Flight"", ""MH370"", ""to"", ""target"", ""a"", ""government"", ""in"", ""the"", ""Asia-Pacific"", ""region"", ""and"", ""a"", ""US-based"", ""think"", ""tank"", "".""]","[84, 24, 26, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 84, 23, 84, 84, 84, 23, 8, 10, 84]"
2824,"[""In"", ""March"", ""2014"", "","", ""the"", ""group"", ""leveraged"", ""the"", ""disappearance"", ""of"", ""Malaysia"", ""Airlines"", ""Flight"", ""MH370"", ""to"", ""target"", ""a"", ""government"", ""in"", ""the"", ""Asia-Pacific"", ""region"", ""and"", ""a"", ""US-based"", ""think"", ""tank"", "".""]","[84, 24, 26, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 84, 23, 84, 84, 84, 23, 8, 10, 84]"
2825,"[""According"", ""to"", ""FireEye"", "","", ""the"", ""admin@338"", ""sent"", ""out"", ""emails"", ""containing"", ""malicious"", ""documents"", ""designed"", ""to"", ""exploit"", ""Microsoft"", ""Office"", ""vulnerabilities"", ""in"", ""an"", ""effort"", ""to"", ""deliver"", ""a"", ""piece"", ""of"", ""malware"", ""dubbed"", ""LOWBALL"", "".""]","[84, 84, 7, 84, 84, 3, 84, 84, 51, 84, 84, 84, 84, 84, 75, 8, 10, 75, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84]"
2826,"[""According"", ""to"", ""FireEye"", "","", ""the"", ""attackers"", ""sent"", ""out"", ""emails"", ""containing"", ""malicious"", ""documents"", ""designed"", ""to"", ""exploit"", ""Microsoft"", ""Office"", ""vulnerabilities"", ""in"", ""an"", ""effort"", ""to"", ""deliver"", ""a"", ""piece"", ""of"", ""malware"", ""dubbed"", ""LOWBALL"", "".""]","[84, 84, 7, 84, 84, 3, 84, 84, 51, 84, 84, 84, 84, 84, 75, 8, 10, 75, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84]"
2827,"[""The"", ""admin@338"", ""'s"", ""Dropbox"", ""accounts"", ""have"", ""also"", ""been"", ""found"", ""to"", ""contain"", ""a"", ""different"", ""backdoor"", ""dubbed"", ""BUBBLEWRAP"", "".""]","[84, 3, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84]"
2828,"[""Researchers"", ""have"", ""pointed"", ""out"", ""that"", ""it"", ""is"", ""not"", ""uncommon"", ""for"", ""China-based"", ""threat"", ""groups"", ""to"", ""target"", ""Hong"", ""Kong"", ""media"", ""organizations"", "","", ""particularly"", ""ones"", ""whose"", ""reporting"", ""focuses"", ""on"", ""the"", ""pro-democracy"", ""movement"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 0, 2, 84, 84, 20, 22, 8, 10, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2829,"[""Researchers"", ""have"", ""pointed"", ""out"", ""that"", ""it"", ""is"", ""not"", ""uncommon"", ""for"", ""admin@338"", ""to"", ""target"", ""Hong"", ""Kong"", ""media"", ""organizations"", "","", ""particularly"", ""ones"", ""whose"", ""reporting"", ""focuses"", ""on"", ""the"", ""pro-democracy"", ""movement"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 20, 22, 8, 10, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2830,"[""This"", ""week"", ""the"", ""experts"", ""at"", ""FireEye"", ""discovered"", ""that"", ""a"", ""group"", ""of"", ""Chinese-based"", ""hackers"", ""called"", ""admin@338"", ""had"", ""sent"", ""multiple"", ""MH370-themed"", ""spear"", ""phishing"", ""emails"", "","", ""the"", ""attackers"", ""targeted"", ""government"", ""officials"", ""in"", ""Asia-Pacific"", "","", ""it"", ""is"", ""likely"", ""for"", ""cyber"", ""espionage"", ""purpose"", "".""]","[84, 84, 84, 84, 84, 7, 84, 84, 84, 84, 84, 23, 84, 84, 3, 84, 84, 84, 84, 80, 82, 51, 84, 84, 3, 84, 8, 10, 84, 23, 84, 84, 84, 84, 84, 0, 2, 84, 84]"
2831,"[""The"", ""attackers"", ""used"", ""the"", ""popular"", ""Poison"", ""Ivy"", ""RAT"", ""and"", ""WinHTTPHelper"", ""malware"", ""to"", ""compromise"", ""the"", ""computers"", ""of"", ""government"", ""officials"", "".""]","[84, 3, 84, 84, 84, 64, 65, 66, 84, 67, 67, 84, 84, 84, 84, 84, 8, 10, 84]"
2832,"[""The"", ""admin@338"", ""used"", ""the"", ""popular"", ""Poison"", ""Ivy"", ""RAT"", ""and"", ""WinHTTPHelper"", ""malware"", ""to"", ""compromise"", ""the"", ""computers"", ""of"", ""government"", ""officials"", "".""]","[84, 3, 84, 84, 84, 64, 65, 66, 84, 67, 67, 84, 84, 84, 84, 84, 8, 10, 84]"
2833,"[""FireEye"", ""analysts"", ""documented"", ""the"", ""admin@338"", ""group"", ""'s"", ""activities"", ""in"", ""a"", ""previous"", ""paper"", ""titled"", ""Poison"", ""Ivy"", "":"", ""Assessing"", ""Damage"", ""and"", ""Extracting"", ""Intelligence"", ""paper"", "".""]","[7, 84, 84, 84, 0, 2, 84, 83, 84, 84, 84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 84]"
2834,"[""The"", ""spear-phishing"", ""campaign"", ""against"", ""Asian"", ""entities"", ""isn't"", ""isolated"", "","", ""the"", ""admin@338"", ""also"", ""started"", ""another"", ""attack"", ""against"", ""the"", ""US-based"", ""think"", ""tank"", ""on"", ""14th"", ""March"", "".""]","[84, 83, 82, 84, 23, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 23, 8, 10, 84, 24, 26, 84]"
2835,"[""Our"", ""analysis"", ""has"", ""led"", ""us"", ""to"", ""conclude"", ""that"", ""APT1"", ""is"", ""likely"", ""government-sponsored"", ""and"", ""one"", ""of"", ""the"", ""most"", ""persistent"", ""of"", ""China"", ""'s"", ""cyber"", ""threat"", ""actors"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84, 0, 1, 2, 84]"
2836,"[""FireEye"", ""said"", ""it"", ""has"", ""tracked"", ""admin@338"", ""'s"", ""activity"", ""since"", ""2013"", ""and"", ""the"", ""group"", ""has"", ""largely"", ""targeted"", ""organizations"", ""involved"", ""in"", ""financial"", "","", ""economic"", "","", ""and"", ""trade"", ""policy"", "".""]","[7, 84, 84, 84, 84, 3, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 11, 84, 84, 8, 10, 84]"
2837,"[""The"", ""simplest"", ""conclusion"", ""based"", ""on"", ""these"", ""facts"", ""is"", ""that"", ""APT1"", ""is"", ""operating"", ""in"", ""China"", "","", ""and"", ""most"", ""likely"", ""in"", ""Shanghai"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 23, 84, 84, 84, 84, 84, 23, 84]"
2838,"[""These"", ""data"", ""sets"", ""show"", ""that"", ""APT1"", ""is"", ""either"", ""operating"", ""in"", ""China"", ""during"", ""normal"", ""Chinese"", ""business"", ""hours"", ""or"", ""that"", ""APT1"", ""is"", ""intentionally"", ""going"", ""to"", ""painstaking"", ""lengths"", ""to"", ""look"", ""like"", ""they"", ""are"", "".""]","[84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 23, 84, 84, 23, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
2839,"[""APT1"", ""has"", ""used"", ""and"", ""steadily"", ""modified"", ""BISCUIT"", ""since"", ""as"", ""early"", ""as"", ""2007"", ""and"", ""continues"", ""to"", ""use"", ""it"", ""presently"", "".""]","[3, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 84]"
2840,"[""While"", ""APT1"", ""intruders"", ""occasionally"", ""use"", ""publicly"", ""available"", ""backdoors"", ""such"", ""as"", ""Poison"", ""Ivy"", ""and"", ""Gh0st"", ""RAT"", "".""]","[84, 3, 84, 84, 84, 64, 65, 66, 84, 84, 64, 66, 84, 64, 66, 84]"
2841,"[""Given"", ""the"", ""mission"", "","", ""resourcing"", "","", ""and"", ""location"", ""of"", ""PLA"", ""Unit"", ""61398"", "","", ""we"", ""conclude"", ""that"", ""PLA"", ""Unit"", ""61398"", ""is"", ""APT1"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 0, 1, 2, 84, 84, 84, 84, 0, 1, 2, 84, 3, 84]"
2842,"[""APT1"", ""were"", ""a"", ""highly"", ""prolific"", ""cyber-attack"", ""group"", ""operating"", ""out"", ""of"", ""China"", "".""]","[3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
2843,"[""APT1"", ""is"", ""a"", ""China-based"", ""cyber-espionage"", ""group"", "","", ""active"", ""since"", ""mid-2006"", "".""]","[3, 84, 84, 23, 83, 84, 84, 84, 84, 27, 84]"
2844,"[""APT12"", ""'s"", ""targets"", ""are"", ""consistent"", ""with"", ""larger"", ""People"", ""'s"", ""Republic"", ""of"", ""China"", ""("", ""PRC"", "")"", ""goals"", "".""]","[3, 84, 84, 84, 84, 84, 84, 20, 21, 21, 21, 22, 84, 23, 84, 84, 84]"
2845,"[""Since"", ""the"", ""release"", ""of"", ""the"", ""Arbor"", ""blog"", ""post"", "","", ""FireEye"", ""has"", ""observed"", ""APT12"", ""use"", ""a"", ""modified"", ""backdoor"", ""that"", ""we"", ""call"", ""HIGHTIDE"", "".""]","[84, 84, 84, 84, 84, 7, 84, 84, 84, 7, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 67, 84]"
2846,"[""However"", "","", ""the"", ""malware"", ""shared"", ""several"", ""traits"", ""with"", ""the"", ""RIPTIDE"", ""and"", ""HIGHTIDE"", ""backdoor"", ""that"", ""we"", ""have"", ""attributed"", ""to"", ""APT12"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 64, 66, 84, 84, 84, 84, 84, 3, 84]"
2847,"[""From"", ""October"", ""2012"", ""to"", ""May"", ""2014"", "","", ""FireEye"", ""observed"", ""APT12"", ""utilizing"", ""RIPTIDE"", "","", ""that"", ""communicates"", ""via"", ""HTTP"", ""to"", ""a"", ""hard-coded"", ""command"", ""and"", ""control"", ""("", ""C2"", "")"", ""server"", "".""]","[84, 24, 26, 84, 24, 26, 84, 7, 84, 3, 84, 67, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84]"
2848,"[""Similar"", ""to"", ""RIPTIDE"", ""campaigns"", "","", ""APT12"", ""infects"", ""target"", ""systems"", ""with"", ""HIGHTIDE"", ""using"", ""a"", ""Microsoft"", ""Word"", ""("", "".doc"", "")"", ""document"", ""that"", ""exploits"", ""CVE-2012-0158"", "".""]","[84, 84, 80, 82, 84, 3, 84, 84, 84, 84, 67, 84, 84, 48, 50, 84, 47, 84, 84, 84, 84, 79, 84]"
2849,"[""FireEye"", ""believes"", ""the"", ""change"", ""from"", ""RIPTIDE"", ""to"", ""HIGHTIDE"", ""represents"", ""a"", ""temporary"", ""tool"", ""shift"", ""to"", ""decrease"", ""malware"", ""detection"", ""while"", ""APT12"", ""developed"", ""a"", ""completely"", ""new"", ""malware"", ""toolset"", "".""]","[7, 84, 84, 84, 84, 67, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84]"
2850,"[""They"", ""have"", ""largely"", ""targeted"", ""organizations"", ""involved"", ""in"", ""financial"", "","", ""economic"", ""and"", ""trade"", ""policy"", "","", ""typically"", ""using"", ""publicly"", ""available"", ""RATs"", ""such"", ""as"", ""Poison"", ""Ivy"", "","", ""as"", ""well"", ""some"", ""non-public"", ""backdoors"", "".""]","[84, 84, 84, 84, 84, 84, 84, 11, 84, 11, 84, 8, 10, 84, 84, 84, 84, 84, 67, 84, 84, 64, 66, 84, 84, 84, 84, 64, 66, 84]"
2851,"[""A"", ""China-based"", ""cyber"", ""threat"", ""group"", "","", ""which"", ""FireEye"", ""tracks"", ""as"", ""an"", ""uncategorized"", ""advanced"", ""persistent"", ""threat"", ""("", ""APT"", "")"", ""group"", ""and"", ""other"", ""researchers"", ""refer"", ""to"", ""as"", ""admin@338"", "","", ""may"", ""have"", ""conducted"", ""the"", ""activity"", "".""]","[84, 23, 84, 84, 84, 84, 84, 7, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84]"
2852,"[""The"", ""group"", ""previous"", ""activities"", ""against"", ""financial"", ""and"", ""policy"", ""organizations"", ""have"", ""largely"", ""focused"", ""on"", ""spear"", ""phishing"", ""emails"", ""written"", ""in"", ""English"", "","", ""destined"", ""for"", ""Western"", ""audiences"", "".""]","[84, 84, 84, 83, 84, 11, 84, 8, 10, 84, 84, 84, 84, 80, 82, 51, 84, 84, 84, 84, 84, 84, 23, 11, 84]"
2853,"[""About"", ""four"", ""months"", ""after"", ""The"", ""New"", ""York"", ""Times"", ""publicized"", ""an"", ""attack"", ""on"", ""its"", ""network"", "","", ""the"", ""APT12"", ""behind"", ""the"", ""intrusion"", ""deployed"", ""updated"", ""versions"", ""of"", ""their"", ""Backdoor.APT.Aumlib"", ""and"", ""Backdoor.APT.Ixeshe"", ""malware"", ""families"", "".""]","[84, 84, 84, 84, 8, 9, 9, 10, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 64, 65, 66, 84]"
2854,"[""With"", ""this"", ""in"", ""mind"", "","", ""this"", ""week"", ""we"", ""are"", ""providing"", ""some"", ""indicators"", ""for"", ""a"", ""China"", ""based"", ""adversary"", ""who"", ""we"", ""crypt"", ""as"", ""\"""", ""NUMBERED"", ""PANDA"", ""\"""", ""Numbered"", ""Panda"", ""has"", ""a"", ""long"", ""list"", ""of"", ""high-profile"", ""victims"", ""and"", ""is"", ""known"", ""by"", ""a"", ""number"", ""of"", ""names"", ""including"", "":"", ""DYNCALC"", "","", ""IXESHE"", "","", ""JOY"", ""RAT"", "","", ""APT-12"", "","", ""etc"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84, 84, 84, 84, 84, 84, 84, 0, 2, 84, 0, 2, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 3, 84, 0, 2, 84, 3, 84, 84, 84]"
2855,"[""Numbered"", ""Panda"", ""has"", ""a"", ""long"", ""list"", ""of"", ""high-profile"", ""victims"", ""and"", ""is"", ""known"", ""by"", ""a"", ""number"", ""of"", ""names"", ""including"", "":"", ""DYNCALC"", "","", ""IXESHE"", "","", ""JOY"", ""RAT"", "","", ""APT-12"", "","", ""etc"", "".""]","[0, 2, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 3, 84, 3, 84, 0, 2, 84, 3, 84, 84, 84]"
2856,"[""The"", ""new"", ""campaigns"", ""mark"", ""the"", ""first"", ""significant"", ""stirrings"", ""from"", ""the"", ""APT12"", ""since"", ""it"", ""went"", ""silent"", ""in"", ""January"", ""in"", ""the"", ""wake"", ""of"", ""a"", ""detailed"", ""expose"", ""of"", ""the"", ""group"", ""and"", ""its"", ""exploits"", ""\u2014"", ""and"", ""a"", ""retooling"", ""of"", ""what"", ""security"", ""researchers"", ""believe"", ""is"", ""a"", ""massive"", ""spying"", ""operation"", ""based"", ""in"", ""China"", "".""]","[84, 84, 83, 84, 84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
2857,"[""Between"", ""November"", ""26"", "","", ""2015"", "","", ""and"", ""December"", ""1"", "","", ""2015"", "","", ""known"", ""and"", ""suspected"", ""China-based"", ""APT16"", ""launched"", ""several"", ""spear"", ""phishing"", ""attacks"", ""targeting"", ""Japan"", ""and"", ""Taiwan"", ""in"", ""the"", ""high-tech"", "","", ""government"", ""services"", "","", ""media"", ""and"", ""financial"", ""services"", ""industries"", "".""]","[84, 24, 25, 25, 26, 84, 84, 24, 25, 25, 26, 84, 84, 84, 84, 23, 3, 84, 84, 80, 81, 82, 84, 23, 84, 23, 84, 84, 11, 84, 8, 10, 84, 11, 84, 8, 9, 10, 84]"
