id,tokens,ner_tags
543,"[""We"", ""believe"", ""that"", ""Lazarus"", ""Group"", ""is"", ""very"", ""large"", ""and"", ""works"", ""mainly"", ""on"", ""infiltration"", ""and"", ""espionage"", ""operations"", "","", ""while"", ""a"", ""substantially"", ""smaller"", ""units"", ""within"", ""the"", ""group"", "","", ""which"", ""we"", ""have"", ""dubbed"", ""Bluenoroff"", "","", ""is"", ""responsible"", ""for"", ""financial"", ""profit"", "".""]","[26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26]"
544,"[""Lazarus"", ""regrouped"", ""and"", ""rushed"", ""into"", ""new"", ""countries"", "","", ""selecting"", ""mostly"", ""poorer"", ""and"", ""less"", ""developed"", ""locations"", "","", ""hitting"", ""smaller"", ""banks"", ""because"", ""they"", ""are"", "","", ""apparently"", "","", ""easy"", ""prey"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 16, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
545,"[""To"", ""date"", "","", ""the"", ""Lazarus"", ""group"", ""has"", ""been"", ""one"", ""of"", ""the"", ""most"", ""successful"", ""in"", ""launching"", ""large"", ""scale"", ""operations"", ""against"", ""the"", ""financial"", ""industry"", "".""]","[26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 16, 17, 26]"
546,"[""We"", ""believe"", ""that"", ""Lazarus"", ""will"", ""remain"", ""one"", ""of"", ""the"", ""biggest"", ""threats"", ""to"", ""the"", ""banking"", ""sector"", "","", ""finance"", "","", ""and"", ""trading"", ""companies"", "","", ""as"", ""well"", ""as"", ""casinos"", ""for"", ""the"", ""next"", ""few"", ""years"", "".""]","[26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26, 16, 26, 26, 18, 19, 26, 26, 26, 26, 18, 26, 26, 26, 26, 26, 26]"
547,"[""We"", ""believe"", ""Lazarus"", ""started"", ""this"", ""watering"", ""hole"", ""attack"", ""at"", ""the"", ""end"", ""of"", ""2016"", ""after"", ""their"", ""other"", ""operation"", ""was"", ""interrupted"", ""in"", ""South"", ""East"", ""Asia"", "".""]","[26, 26, 0, 26, 26, 2, 3, 3, 26, 26, 10, 11, 11, 26, 26, 26, 26, 26, 26, 26, 14, 15, 15, 26]"
548,"[""We"", ""believe"", ""they"", ""started"", ""this"", ""watering"", ""hole"", ""campaign"", ""at"", ""the"", ""end"", ""of"", ""2016"", ""after"", ""their"", ""other"", ""operation"", ""was"", ""interrupted"", ""in"", ""South"", ""East"", ""Asia"", "".""]","[26, 26, 26, 26, 26, 2, 3, 3, 26, 26, 10, 11, 11, 26, 26, 26, 26, 26, 26, 26, 14, 15, 15, 26]"
549,"[""A"", ""rudimentary"", ""but"", ""somewhat"", ""clever"", ""design"", "","", ""KiloAlfa"", ""provides"", ""keylogging"", ""capability"", ""for"", ""the"", ""Lazarus"", ""Group"", ""'s"", ""collection"", ""of"", ""malicious"", ""tools"", "".""]","[26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26]"
550,"[""The"", ""design"", ""of"", ""KiloAlfa"", ""is"", ""broken"", ""down"", ""into"", ""two"", ""basic"", ""components"", "":"", ""the"", ""persistence"", ""functionality"", ""and"", ""the"", ""keylogging"", ""functionality"", "".""]","[26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 24, 25, 26, 26, 8, 9, 26]"
551,"[""The"", ""persistence"", ""functionality"", ""of"", ""KiloAlfa"", ""allows"", ""the"", ""malware"", ""to"", ""self-install"", ""on"", ""a"", ""victim"", ""'s"", ""machine"", ""when"", ""activated"", ""("", ""described"", ""below"", "")"", "".""]","[26, 24, 25, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
552,"[""Evidence"", ""suggest"", ""that"", ""the"", ""Lazarus"", ""Group"", ""uses"", ""compromised"", ""infrastructure"", ""as"", ""the"", ""public-facing"", ""touchpoint"", ""for"", ""the"", ""majority"", ""of"", ""their"", ""malware"", ""samples"", "".""]","[26, 26, 26, 26, 0, 1, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
553,"[""PapaAlfa"", ""is"", ""believed"", ""to"", ""be"", ""one"", ""of"", ""the"", ""proxy"", ""malware"", ""components"", ""that"", ""the"", ""Lazarus"", ""Group"", ""uses"", ""to"", ""hide"", ""the"", ""true"", ""command"", ""and"", ""control"", ""server"", ""("", ""s"", "")"", ""for"", ""operations"", "".""]","[8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
554,"[""Rather"", "","", ""PapaAlfa"", ""could"", ""be"", ""considered"", ""a"", ""smart"", ""proxy"", ""due"", ""in"", ""part"", ""to"", ""the"", ""fact"", ""that"", ""the"", ""Lazarus"", ""can"", ""easily"", ""switch"", ""the"", ""backend"", ""destination"", ""address"", ""and"", ""port"", ""without"", ""having"", ""to"", ""reestablish"", ""control"", ""over"", ""the"", ""infected"", ""machine"", ""hosting"", ""the"", ""PapaAlfa"", ""malware"", "".""]","[26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26]"
555,"[""In"", ""terms"", ""of"", ""form"", ""factor"", "","", ""PapaAlfa"", ""comes"", ""in"", ""two"", ""flavors"", "":"", ""service"", ""DLL"", ""and"", ""standalone"", ""executable"", "".""]","[26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 8, 9, 26, 8, 9, 26]"
556,"[""The"", ""IndiaBravo-PapaAlfa"", ""installer"", ""is"", ""responsible"", ""for"", ""installing"", ""the"", ""service"", ""DLL"", ""variant"", "".""]","[26, 8, 9, 26, 26, 26, 24, 25, 25, 25, 25, 26]"
557,"[""While"", ""the"", ""tools"", ""profiled"", ""in"", ""this"", ""report"", ""are"", ""not"", ""inherently"", ""malicious"", "","", ""their"", ""capabilities"", ""are"", ""nonetheless"", ""integral"", ""to"", ""the"", ""Lazarus"", ""Group"", ""'s"", ""cyber"", ""operations"", "","", ""both"", ""espionage"", ""and"", ""destructive"", ""in"", ""nature"", "","", ""making"", ""them"", ""inherently"", ""dangerous"", ""to"", ""potential"", ""victims"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
558,"[""These"", ""tools"", ""often"", ""lay"", ""the"", ""groundwork"", ""for"", ""further"", ""malicious"", ""activity"", "","", ""such"", ""as"", ""the"", ""targeting"", ""of"", ""antivirus"", ""capabilities"", ""and"", ""the"", ""disabling"", ""of"", ""firewalls"", "","", ""both"", ""of"", ""which"", ""are"", ""very"", ""fundamental"", ""defensive"", ""measures"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 24, 25, 25, 25, 26, 26, 24, 25, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
559,"[""Furthermore"", "","", ""like"", ""many"", ""other"", ""identified"", ""Lazarus"", ""Group"", ""families"", "","", ""these"", ""tools"", ""showcase"", ""the"", ""group"", ""'s"", ""creative"", ""solutions"", "","", ""such"", ""as"", ""the"", ""PapaAlfa"", "","", ""which"", ""makes"", ""it"", ""difficult"", ""to"", ""immediately"", ""identify"", ""potentially"", ""malicious"", ""activity"", ""on"", ""a"", ""compromised"", ""network"", "".""]","[26, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26]"
560,"[""The"", ""first"", ""class"", "","", ""colloquially"", ""known"", ""as"", ""\"""", ""wipers"", ""\"""", "","", ""are"", ""a"", ""class"", ""of"", ""malware"", ""has"", ""the"", ""primary"", ""intent"", ""of"", ""destroying"", ""data"", ""on"", ""a"", ""victim"", ""'s"", ""machine"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 24, 25, 26, 26, 26, 26, 26, 26]"
561,"[""DDoS"", ""malware"", ""floods"", ""a"", ""target"", ""'s"", ""network-connected"", ""service"", ""with"", ""an"", ""excessive"", ""number"", ""of"", ""request"", ""at"", ""once"", ""in"", ""order"", ""to"", ""overload"", ""the"", ""capacity"", ""of"", ""the"", ""server"", "".""]","[8, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 24, 25, 25, 26, 26, 26, 26]"
562,"[""For"", ""example"", "","", ""DeltaAlfa"", ""specifies"", ""a"", ""DDoS"", ""bot"", ""family"", ""identified"", ""as"", ""Alfa"", "".""]","[26, 26, 26, 4, 26, 26, 8, 9, 26, 26, 26, 26, 26]"
563,"[""The"", ""naming"", ""scheme"", ""used"", ""by"", ""Novetta"", ""for"", ""the"", ""malware"", ""identified"", ""during"", ""Operation"", ""Blockbuster"", ""consists"", ""of"", ""at"", ""least"", ""two"", ""identifiers"", ""which"", ""each"", ""identifier"", ""coming"", ""from"", ""the"", ""International"", ""Civil"", ""Aviation"", ""Organization"", ""("", ""ICAO"", "")"", ""'s"", ""phonetic"", ""alphabet"", "",2"", ""commonly"", ""referred"", ""to"", ""as"", ""the"", ""NATO"", ""phonetic"", ""alphabet"", "".""]","[26, 24, 26, 26, 26, 6, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 19, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
564,"[""Loaders"", ""are"", ""typically"", ""responsible"", ""for"", ""loading"", ""a"", ""DLL"", ""component"", ""into"", ""memory"", ""given"", ""that"", ""a"", ""DLL"", ""cannot"", ""operate"", ""in"", ""a"", ""standalone"", ""mode"", ""such"", ""as"", ""an"", ""executable"", "".""]","[26, 26, 26, 26, 26, 24, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
565,"[""This"", ""report"", ""will"", ""explore"", ""the"", ""various"", ""installers"", "","", ""uninstallers"", ""and"", ""loaders"", ""Novetta"", ""has"", ""observed"", ""the"", ""Lazarus"", ""Group"", ""using"", "".""]","[26, 26, 26, 26, 26, 26, 8, 26, 8, 26, 26, 6, 26, 26, 26, 0, 1, 26, 26]"
566,"[""This"", ""reverse"", ""engineering"", ""report"", ""looks"", ""at"", ""the"", ""RATs"", ""and"", ""staging"", ""malware"", ""found"", ""within"", ""the"", ""Lazarus"", ""Group"", ""'s"", ""collection"", "".""]","[26, 26, 26, 26, 26, 26, 26, 8, 26, 8, 9, 26, 26, 26, 0, 1, 26, 26, 26]"
567,"[""Regardless"", ""of"", ""their"", ""sophistication"", ""or"", ""refinement"", "","", ""the"", ""malware"", ""families"", ""within"", ""the"", ""Lazarus"", ""Group"", ""'s"", ""India"", ""and"", ""Lima"", ""classes"", ""perform"", ""at"", ""a"", ""reasonable"", ""level"", ""for"", ""their"", ""designed"", ""purpose"", "":"", ""the"", ""introduction"", ""and"", ""persistence"", ""of"", ""malware"", ""from"", ""the"", ""Lazarus"", ""Group"", ""on"", ""a"", ""victim"", ""'s"", ""infrastructure"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 14, 26, 14, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26]"
568,"[""While"", ""the"", ""capabilities"", ""for"", ""the"", ""installers"", "","", ""loaders"", "","", ""and"", ""uninstallers"", ""in"", ""this"", ""report"", ""are"", ""relatively"", ""straight"", ""forward"", ""and"", ""single-focused"", "","", ""analysis"", ""of"", ""these"", ""malware"", ""families"", ""provide"", ""further"", ""insight"", ""into"", ""the"", ""capabilities"", ""of"", ""the"", ""Lazarus"", ""Group"", "".""]","[26, 26, 26, 26, 26, 8, 26, 8, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26]"
569,"[""The"", ""Lazarus"", ""Group"", ""employs"", ""a"", ""variety"", ""of"", ""RATs"", ""that"", ""operate"", ""in"", ""both"", ""client"", ""mode"", ""and"", ""server"", ""mode"", "".""]","[26, 0, 1, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
570,"[""The"", ""most"", ""common"", ""communication"", ""mode"", ""for"", ""a"", ""RAT"", ""is"", ""to"", ""act"", ""as"", ""a"", ""client"", ""to"", ""a"", ""remote"", ""server"", "".""]","[26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 20, 26, 26, 26, 26, 26]"
571,"[""The"", ""Lazarus"", ""Group"", ""employs"", ""a"", ""variety"", ""of"", ""RATs"", ""and"", ""staging"", ""malware"", ""to"", ""conduct"", ""cyber"", ""operations"", "","", ""many"", ""of"", ""which"", ""contain"", ""significant"", ""code"", ""overlap"", ""that"", ""points"", ""to"", ""at"", ""least"", ""a"", ""shared"", ""development"", ""environment"", "".""]","[26, 0, 1, 26, 26, 26, 26, 8, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
572,"[""While"", ""some"", ""members"", ""within"", ""the"", ""Romeo"", ""and"", ""Sierra"", ""groups"", ""may"", ""not"", ""implement"", ""sound"", ""authentication"", ""strategies"", "","", ""shift"", ""their"", ""design"", ""focus"", ""in"", ""abrupt"", ""and"", ""unusual"", ""manners"", "","", ""and"", ""fail"", ""to"", ""understand"", ""the"", ""pitfalls"", ""of"", ""distributed"", ""command"", ""networks"", "","", ""on"", ""the"", ""whole"", ""the"", ""families"", ""within"", ""the"", ""Lazarus"", ""Group"", ""'s"", ""collection"", ""of"", ""RATs"", ""and"", ""staging"", ""malware"", ""perform"", ""their"", ""tasks"", ""with"", ""surprising"", ""effectiveness"", "".""]","[26, 26, 26, 26, 26, 0, 26, 0, 1, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 8, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26]"
573,"[""This"", ""new"", ""campaign"", "","", ""dubbed"", ""HaoBao"", "","", ""resumes"", ""Lazarus"", ""'"", ""previous"", ""phishing"", ""emails"", "","", ""posed"", ""as"", ""employee"", ""recruitment"", "","", ""but"", ""now"", ""targets"", ""Bitcoin"", ""users"", ""and"", ""global"", ""financial"", ""organizations"", "".""]","[26, 26, 2, 26, 26, 2, 26, 26, 0, 26, 26, 20, 21, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26, 26, 18, 19, 26]"
574,"[""This"", ""new"", ""campaign"", "","", ""dubbed"", ""HaoBao"", "","", ""resumes"", ""Lazarus"", ""'"", ""previous"", ""phishing"", ""emails"", "","", ""posed"", ""as"", ""employee"", ""recruitment"", "","", ""but"", ""now"", ""targets"", ""financial"", ""organizations"", "".""]","[26, 26, 2, 26, 26, 2, 26, 26, 0, 26, 26, 20, 21, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26]"
575,"[""McAfee"", ""Advanced"", ""Threat"", ""Research"", ""analysts"", ""have"", ""discovered"", ""an"", ""aggressive"", ""Bitcoin-stealing"", ""phishing"", ""campaign"", ""by"", ""the"", ""international"", ""cybercrime"", ""group"", ""Lazarus"", ""that"", ""uses"", ""sophisticated"", ""malware"", ""with"", ""long-term"", ""impact"", "".""]","[6, 7, 7, 7, 26, 26, 26, 26, 26, 2, 3, 3, 26, 26, 26, 0, 1, 0, 26, 26, 8, 9, 26, 26, 26, 26]"
576,"[""McAfee"", ""Advanced"", ""Threat"", ""Research"", ""("", ""ATR"", "")"", ""analysts"", ""have"", ""discovered"", ""an"", ""aggressive"", ""Bitcoin-stealing"", ""phishing"", ""campaign"", ""by"", ""the"", ""international"", ""cybercrime"", ""group"", ""Lazarus"", ""that"", ""uses"", ""sophisticated"", ""malware"", ""with"", ""long-term"", ""impact"", "".""]","[6, 7, 7, 7, 26, 6, 26, 26, 26, 26, 26, 26, 2, 3, 3, 26, 26, 26, 0, 1, 0, 26, 26, 8, 9, 26, 26, 26, 26]"
577,"[""Beginning"", ""in"", ""2017"", "","", ""the"", ""Lazarus"", ""group"", ""heavily"", ""targeted"", ""individuals"", ""with"", ""spear"", ""phishing"", ""emails"", ""impersonating"", ""job"", ""recruiters"", ""which"", ""contained"", ""malicious"", ""documents"", "".""]","[26, 26, 10, 26, 26, 0, 1, 26, 26, 26, 26, 20, 21, 21, 26, 18, 19, 26, 26, 26, 26, 26]"
578,"[""The"", ""use"", ""of"", ""decoy"", ""documents"", ""also"", ""reveals"", ""some"", ""of"", ""the"", ""potential"", ""targets"", ""of"", ""the"", ""Lazarus"", ""group"", ""'s"", ""malicious"", ""activity"", "","", ""specifically"", ""the"", ""use"", ""spear"", ""phishing"", ""attacks"", ""observed"", ""targeting"", ""South"", ""Korean"", ""government"", ""and"", ""aerospace"", ""organizations"", "".""]","[26, 26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 2, 3, 26, 26, 26, 26, 2, 3, 3, 26, 26, 14, 15, 16, 26, 18, 19, 26]"
579,"[""The"", ""campaign"", ""lasted"", ""from"", ""April"", ""to"", ""October"", ""and"", ""used"", ""job"", ""descriptions"", ""relevant"", ""to"", ""target"", ""organizations"", "","", ""in"", ""both"", ""English"", ""and"", ""Korean"", ""language"", "".""]","[26, 2, 26, 26, 10, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
580,"[""The"", ""Lazarus"", ""Group"", ""'s"", ""objective"", ""was"", ""to"", ""gain"", ""access"", ""to"", ""the"", ""target"", ""'s"", ""environment"", ""and"", ""obtain"", ""key"", ""military"", ""program"", ""insight"", ""or"", ""steal"", ""money"", "".""]","[26, 0, 1, 26, 26, 26, 26, 12, 13, 26, 26, 26, 26, 26, 26, 12, 13, 13, 13, 13, 26, 12, 13, 26]"
581,"[""In"", ""this"", ""latest"", ""discovery"", ""by"", ""McAfee"", "","", ""despite"", ""a"", ""short"", ""pause"", ""in"", ""similar"", ""operations"", "","", ""the"", ""Lazarus"", ""group"", ""targets"", ""financial"", ""organizations"", "".""]","[26, 26, 26, 26, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 18, 19, 26]"
582,"[""This"", ""campaign"", ""is"", ""tailored"", ""to"", ""identifying"", ""those"", ""who"", ""are"", ""running"", ""Bitcoin"", ""related"", ""software"", ""through"", ""specific"", ""system"", ""scans"", "".""]","[26, 2, 26, 26, 26, 24, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
583,"[""This"", ""Malware"", ""Analysis"", ""Report"", ""("", ""MAR"", "")"", ""is"", ""the"", ""result"", ""of"", ""analytic"", ""efforts"", ""between"", ""the"", ""Department"", ""of"", ""Homeland"", ""Security"", ""("", ""DHS"", "")"", ""and"", ""the"", ""Federal"", ""Bureau"", ""of"", ""Investigation"", ""("", ""FBI"", "")"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 6, 7, 7, 7, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 6, 26, 26]"
584,"[""When"", ""victims"", ""open"", ""malicious"", ""documents"", ""attached"", ""to"", ""the"", ""emails"", "","", ""the"", ""malware"", ""scans"", ""for"", ""Bitcoin"", ""activity"", ""and"", ""then"", ""establishes"", ""an"", ""implant"", ""for"", ""long-term"", ""data-gathering"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 20, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
585,"[""According"", ""to"", ""trusted"", ""third-party"", ""reporting"", "","", ""HIDDEN"", ""COBRA"", ""actors"", ""have"", ""likely"", ""been"", ""using"", ""FALLCHILL"", ""malware"", ""since"", ""2016"", ""to"", ""target"", ""the"", ""aerospace"", "","", ""telecommunications"", "","", ""and"", ""finance"", ""industries"", "".""]","[26, 26, 26, 26, 26, 26, 0, 1, 1, 26, 26, 26, 26, 8, 9, 26, 10, 26, 26, 26, 16, 26, 16, 26, 26, 16, 17, 26]"
586,"[""The"", ""malware"", ""is"", ""a"", ""fully"", ""functional"", ""RAT"", ""with"", ""multiple"", ""commands"", ""that"", ""the"", ""actors"", ""can"", ""issue"", ""from"", ""a"", ""command"", ""and"", ""control"", ""("", ""C2"", "")"", ""server"", ""to"", ""a"", ""victim"", ""'s"", ""system"", ""via"", ""dual"", ""proxies"", "".""]","[26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
587,"[""FALLCHILL"", ""typically"", ""infects"", ""a"", ""system"", ""as"", ""a"", ""file"", ""dropped"", ""by"", ""other"", ""HIDDEN"", ""COBRA"", ""malware"", ""or"", ""as"", ""a"", ""file"", ""downloaded"", ""unknowingly"", ""by"", ""users"", ""when"", ""visiting"", ""sites"", ""compromised"", ""by"", ""HIDDEN"", ""COBRA"", ""actors"", "".""]","[8, 26, 24, 25, 25, 26, 26, 26, 26, 26, 26, 8, 9, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 1, 26]"
588,"[""HIDDEN"", ""COBRA"", ""actors"", ""use"", ""an"", ""external"", ""tool"", ""or"", ""dropper"", ""to"", ""install"", ""the"", ""FALLCHILL"", ""malware"", ""to"", ""establish"", ""persistence"", "".""]","[0, 1, 1, 26, 26, 8, 9, 26, 8, 26, 26, 26, 8, 9, 26, 26, 26, 26]"
589,"[""HIDDEN"", ""COBRA"", ""actors"", ""install"", ""the"", ""FALLCHILL"", ""malware"", ""to"", ""establish"", ""persistence"", "".""]","[0, 1, 1, 26, 26, 8, 9, 26, 26, 26, 26]"
590,"[""Working"", ""with"", ""U.S."", ""government"", ""partners"", "","", ""DHS"", ""and"", ""FBI"", ""identified"", ""Internet"", ""Protocol"", ""("", ""IP"", "")"", ""addresses"", ""and"", ""other"", ""indicators"", ""of"", ""compromise"", ""("", ""IOCs"", "")"", ""associated"", ""with"", ""a"", ""remote"", ""administration"", ""tool"", ""("", ""RAT"", "")"", ""used"", ""by"", ""the"", ""North"", ""Korean"", ""government\u2014commonly"", ""known"", ""as"", ""FALLCHILL"", "".""]","[26, 26, 14, 16, 26, 26, 6, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 9, 26, 8, 26, 26, 26, 26, 14, 15, 26, 26, 26, 8, 26]"
591,"[""This"", ""alert"", ""'s"", ""IOC"", ""files"", ""provide"", ""HIDDEN"", ""COBRA"", ""indicators"", ""related"", ""to"", ""FALLCHILL"", "".""]","[26, 26, 26, 4, 5, 26, 0, 1, 26, 26, 26, 8, 26]"
592,"[""McAfee"", ""Advanced"", ""Threat"", ""Research"", ""analysts"", ""have"", ""uncovered"", ""a"", ""global"", ""data"", ""reconnaissance"", ""campaign"", ""assaulting"", ""a"", ""wide"", ""number"", ""of"", ""industries"", ""including"", ""critical"", ""infrastructure"", "","", ""entertainment"", "","", ""finance"", "","", ""health"", ""care"", "","", ""and"", ""telecommunications"", "".""]","[6, 7, 7, 7, 26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 16, 17, 26, 16, 26, 16, 26, 16, 17, 26, 26, 16, 26]"
593,"[""Because"", ""of"", ""this"", "","", ""additional"", ""HIDDEN"", ""COBRA"", ""malware"", ""may"", ""be"", ""present"", ""on"", ""systems"", ""compromised"", ""with"", ""FALLCHILL"", "".""]","[26, 26, 26, 26, 26, 8, 9, 9, 26, 26, 26, 26, 26, 26, 26, 8, 26]"
594,"[""This"", ""campaign"", "","", ""dubbed"", ""Operation"", ""GhostSecret"", "","", ""leverages"", ""multiple"", ""implants"", "","", ""tools"", "","", ""and"", ""malware"", ""variants"", ""associated"", ""with"", ""the"", ""state-sponsored"", ""cyber"", ""group"", ""HIDDEN"", ""COBRA"", "".""]","[26, 2, 26, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 0, 1, 26]"
595,"[""From"", ""March"", ""18"", ""to"", ""26"", ""we"", ""observed"", ""the"", ""malware"", ""operating"", ""in"", ""multiple"", ""areas"", ""of"", ""the"", ""world"", "".""]","[26, 10, 11, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
596,"[""Furthermore"", "","", ""the"", ""Advanced"", ""Threat"", ""Research"", ""team"", ""has"", ""discovered"", ""Proxysvc"", "","", ""which"", ""appears"", ""to"", ""be"", ""an"", ""undocumented"", ""implant"", "".""]","[26, 26, 26, 6, 7, 7, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
597,"[""Our"", ""investigation"", ""into"", ""this"", ""campaign"", ""reveals"", ""that"", ""the"", ""actor"", ""used"", ""multiple"", ""malware"", ""implants"", "","", ""including"", ""an"", ""unknown"", ""implant"", ""with"", ""capabilities"", ""similar"", ""to"", ""Bankshot"", "".""]","[26, 26, 26, 26, 2, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 26]"
598,"[""The"", ""attackers"", ""behind"", ""Operation"", ""GhostSecret"", ""used"", ""a"", ""similar"", ""infrastructure"", ""to"", ""earlier"", ""threats"", "","", ""including"", ""SSL"", ""certificates"", ""used"", ""by"", ""FakeTLS"", ""in"", ""implants"", ""found"", ""in"", ""the"", ""Destover"", ""backdoor"", ""variant"", ""known"", ""as"", ""Escad"", "","", ""which"", ""was"", ""used"", ""in"", ""the"", ""Sony"", ""Pictures"", ""attack"", "".""]","[26, 0, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 8, 26, 26, 26, 26, 26, 8, 9, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 2, 3, 2, 26]"
599,"[""Based"", ""on"", ""our"", ""analysis"", ""of"", ""public"", ""and"", ""private"", ""information"", ""from"", ""submissions"", "","", ""along"", ""with"", ""product"", ""telemetry"", "","", ""it"", ""appears"", ""Proxysvc"", ""was"", ""used"", ""alongside"", ""the"", ""2017"", ""Destover"", ""variant"", ""and"", ""has"", ""operated"", ""undetected"", ""since"", ""mid-2017"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 10, 8, 26, 26, 26, 26, 26, 26, 10, 26]"
